Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
PONEY CLUB DES DEUX SOURCES,Activités sportives,    La Mordelais  ,    La Mordelais  ,44130,FAY-DE-BRETAGNE,44056,47.397189,-1.7748242,06 69 12 60 44 ,poney-club-des-deux-sources@laposte.net,http://www.poney-club-des-deux-sources.sitew.fr/#Accueil.A,,,,Français,oui,non
PORT DE PLAISANCE - PORT OLONA,Port de plaisance,    1 Quai Alain Gerbault  ,    1 Quai Alain Gerbault  ,85100,LES SABLES-D'OLONNE,85194,46.503177,-1.788539,02 51 32 51 16,portolona@orange.fr,http://www.portolona.fr,,non,,Anglais,oui,non
PORT DE OUDON,Port de plaisance,       ,       ,44521,OUDON,44115,47.347052,-1.284136,02 40 83 60 17,communication@oudon.fr,,,,,,,non
PORT DE LA MORINIERE,Port de plaisance,    Rue de la Morinière  ,    Rue de la Morinière  ,44710,PORT-SAINT-PERE,44133,47.13474,-1.74496,,,,Aire de pique nique##Bar##Restaurant,,,,,non
PORT DE LA GRIMAUDIERE,Port de plaisance,    chemin de la Grimaudiere  ,    chemin de la Grimaudiere  ,44240,LA CHAPELLE-SUR-ERDRE,44035,47.2940939,-1.5370608,,,,,,,,oui,non
PORT DE JARD - CAPITAINERIE,Port de plaisance,    Port de plaisance  ,    Port de plaisance  ,85520,JARD-SUR-MER,85114,46.4094512,-1.5845824,02 51 33 90 61,,,Toilettes,,,,,non
PORT DE PLAISANCE-PORT LA VIE,Port de plaisance,    Bd de l'Egalité  ,    Bd de l'Egalité  ,85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6950489,-1.9385497,02.51.55.30.83,contact@portlavie.fr,http://www.portlavie.fr,,,,,,non
POINT LECTURE - CHÂTILLON SUR COLMONT,Bibliothèque-Médiathèque,    rue des Avaloirs  ,    rue des Avaloirs  ,53100,CHATILLON-SUR-COLMONT,53064,48.338503,-0.7400244,02 43 30 36 04,bibliotheque.chatillon@cc-bocagemayennais.fr,http://www.cc-bocagemayennais.fr,,non,non,Français,oui,non
PORT DE LA HAYE FOUASSIERE ,Aire de pique-nique##Ponton,    Le Port  ,    Le port  ,44690,LA HAIE-FOUASSIERE,44070,47.1495528,-1.4014785,02 40 54 80 23,,http://www.la-haye-fouassiere.fr/,,oui,oui,,oui,non
PORT DE PLAISANCE,Port de plaisance,  Port Rue de port des Yatchs  ,  Port Rue de port des Yatchs  ,85460,LA FAUTE-SUR-MER,85307,46.3236601,-1.3073351,02 51 97 03 92,,,,,,,oui,non
PORT DE GOURMALON,Port de plaisance,    Corniche de Gourmalon  ,    Corniche de Gourmalon  ,44210,PORNIC,44131,47.11017,-2.10613,02 40 82 42 26,portdepornic@lesportsdeloireatlantique.fr,,Bar##Restaurant,oui,,,,non
PONTON DE PÊCHE LE PAS D'HERIC,Lac de pêche##Ponton,    Le Pas d'Héric près pont les coudrais,    Le Pas d'Héric près pont les coudrais,44390,NORT-SUR-ERDRE,44110,47.4508183,-1.5838039,,,,Aire de pique nique,,,,oui,non
PONEY-CLUB DES RHODOS,Centre équestre,      La Grand'Haie,      La Grand'Haie,44390,SAFFRE,44149,47.4740793,-1.5612925,02 40 29 87 36,pcdesrhodos@dartybox.com,http://www.pcdesrhodos.ffe.com ,,,oui,Français,oui,non
PONTON DE PÊCHE LA GAMOTRIE,Lac de pêche,    La Gamotrie  ,    La Gamotrie  ,44240,SUCE-SUR-ERDRE,44201,47.3775792,-1.4988531,,,,,oui,oui,,oui,non
PORT DE ANCENIS,Port de plaisance,       ,       ,44150,ANCENIS,44003,47.365464,-1.177491,02.40.83.87.00,,,,,,,,non
PONTON DU PARC GERMAINE LE GOFF,Lac de pêche##Ponton,    La Papinière  ,    La Papinière  ,44240,SUCE-SUR-ERDRE,44201,47.3349014,-1.5236368,,,http://www.suce-sur-erdre.fr/jsp/site/Portal.jsp?page_id=189,,oui,oui,,oui,non
POINT ANIMATION PLAGE,Club de plage##Jeux pour enfants,    sur la Grande Plage en contrebas de la place Navarin,    sur la Grande Plage en contrebas de la place Navarin,85100,LES SABLES-D'OLONNE,85194,46.494197,-1.786136,02 51 32 07 80,l.raffin@institutsportsocean.com,,,non,,Anglais,non,non
PONEY-CLUB DE LA PIERRE BLEUE,Centre équestre,    1 La croix Guichard   ,    1 La croix Guichard   ,44170,VAY,44214,47.548315,-1.7182493,06 98 90 37 03,,http://www.lapierrebleue-44.ffe.com/,,,oui,Français,oui,non
PLANÈTE MÔMES,Jeux pour enfants##Parc à thèmes,"    843 bis, rue de la Peyennière  ","    843 bis, rue de la Peyennière  ",53100,MAYENNE,53147,48.2879503,-0.6118966,02 43 04 86 36,,http://planetemomes.com,Restaurant##Toilettes,non,oui,Anglais##Français,oui,non
PONEY ÉVASION,Centre équestre,  Centre équestre de la Bauge    ,  Centre équestre de la Bauge    ,49500,SEGRÉ-EN-ANJOU BLEU,49331,47.753927,-0.791859,02 41 61 34 88,,,,non,oui,Français,oui,non
PLATE-FORME D'OBSERVATION,Observatoire,    Route de Chasnais  ,    Route de Chasnais  ,85580,TRIAIZE,85297,46.4100376,-1.1995345,02 51 56 11 53,accueil@triaize.fr,www.triaize.fr,Aire de pique nique,oui,oui,,oui,non
PLAYBOX,Complexe de loisirs,"    111, rue JY Cousteau  ","    111, rue JY Cousteau  ",85000,MOUILLERON-LE-CAPTIF,85155,46.7093606,-1.4278755,,contact@playbox85.com,http://www.playbox85.com,,non,oui,Anglais##Français,oui,non
PLANCHE A VOILE - ÉCOLE DE VOILE DU BOUIL,Activités sportives,      Le Bouil,      Le Bouil,85560,LONGEVILLE-SUR-MER,85127,46.4131019,-1.5284179,02 51 33 42 46,sports@longevillesurmer.fr,http://longevillesurmer.fr,,,oui,Anglais##Français,non,non
PONEY CLUB DU BOULAY,Centre équestre,      Le Boulay,Le Boulay      ,53640,LE HORPS,53116,48.395028,-0.440215,02 43 08 34 39,poneyclubduboulay@orange.fr,www.poneyclubduboulay.fr,,,,,,non
PLANÈTE ALPAGA,,    La Tulandrie  ,    La Tulandrie  ,49770,LONGUENEE-EN-ANJOU,49200,47.52582,-0.70846,06 77 22 14 89,planete.alpaga@gmail.com,http://www.elevage-alpaga.com,,,,Français,,non
PONEY EVASION,Centre équestre,Lieu-Dit Le Buisson      ,Lieu-Dit Le Buisson      ,53260,ENTRAMMES,53094,47.997267,-0.715603,06.20.37.86.58,laure555@orange.fr,http://www.poney-evasion.fr,,,,,,non
PONEY CLUB DE GRENOUX,Centre équestre,Les Noyers      ,Les Noyers      ,53940,SAINT-BERTHEVIN,53201,48.0855471,-0.8226925,02.43.02.87.34,poneyclubdegrenoux@hotmail.fr,http://www.poneyclubdegrenoux.com/,,,,,,non
PONEY CLUB DES PLANCHETTES,Centre équestre,    Les Planchettes  ,    Les Planchettes  ,44710,PORT-SAINT-PERE,44133,47.14889,-1.73076,06 88 41 00 74,fermedesplanchettes@gmail.com,http://les-planchettes-equitation.com,,,oui,,,non
PONEY CLUB DE LA GRANDE VIGNIÈRE,Centre équestre,    Route de la Tremblaye  ,    Route de la Tremblaye  ,49300,CHOLET,49099,47.01967,-0.89979,02 41 65 45 55,,,,,,,,non
PONEY CLUB,Centre équestre,    Route de Cuneix  ,    Route de Cuneix  ,44600,SAINT-NAZAIRE,44184,47.3085592,-2.2494501,02 40 66 26 46,poney-club-des-landes@hotmail.fr,http://www.poneyclubdeslandes.com/,,,,,,oui
POLE VTT-BMX,Terrain omnisports,    rue des Tennis  ,    rue des Tennis  ,72000,LE MANS,72181,47.9870162,0.2423604,,,,,non,oui,,oui,non
PORT DU COLLET,Port de plaisance,    Quai Jean Mounès Port du Collet,    Quai Jean Mounès Port du Collet,44760,LES MOUTIERS-EN-RETZ,44106,47.02895,-1.97554,02 51 74 56 09,portducolletsah@gmail.com,,Aire de pique nique##Bar##Restaurant,,,,,non
PONEY-CLUB DE SAUMUR,Centre équestre,    Boulevard de la Marne  ,    Boulevard de la Marne  ,49400,SAUMUR,49328,47.24537,-0.07924,06 82 29 79 85,,http://www.poneyclubdesaumur.ffe.com,,,,,,non
PLANETE SAUVAGE,Zoo - parc animalier,    La Chevalerie  ,    La Chevalerie  ,44710,PORT-SAINT-PERE,44133,47.11925,-1.76516,02 40 04 82 82,info@planetesauvage.com,http://www.planetesauvage.com,Aire de pique nique##Bar##Restaurant,,oui,,,non
PLANEUR CLUB SUD VENDÉE (P.C.S.V),Aérodrome,    Route de Maillezais Aérodrome,    Route de Maillezais Aérodrome,85200,FONTENAY-LE-COMTE,85092,46.4401704,-0.7899528,02 51 69 73 02,planeurclubsudvendee@orange.fr,http://planeurclubsudvendee.free.fr/,,,,Français,oui,non
PLANTATIONS LES BÉBÉS DE L'AN 2000,Formules itinérantes,    Rue des Orionnais  ,    Rue des Orionnais  ,44390,NORT-SUR-ERDRE,44110,47.4358446,-1.497172,,,,,,,,oui,non
PLAN D'EAU NOTRE DAME DES FONTAINES,Jeux pour enfants##Lac de pêche,    Route de Curette  ,    Route de Curette  ,44119,GRANDCHAMPS-DES-FONTAINES,44066,47.3654267,-1.6200671,,,http://www.grandchampdesfontaines.fr,,,oui,,oui,non
PLAN D'EAU DE LA COUDRAIE,Aire de pique-nique##Jeux pour enfants##Lac de pêche,    La Coudraie  ,    La Coudraie  ,41800,TREHET,41263,47.7493704,0.629054,02 43 44 44 25,accueil@ruillesurloir.fr,,Aire de pique nique,oui,oui,Anglais##Français,oui,non
CINEMA CGR LE COLISEE,Cinéma,    11 rue du Port  ,    11 rue du Port  ,72000,LE MANS,72181,48.0028425,0.19415745,02 43 28 90 90,cgr.lemans@cgrcinemas.fr,http://www.cgrcinemas.fr/lemans/,Bar##Salle de projection,non,oui,Anglais##Français,oui,non
PLANÈTE RACING,Karting,    Route d'Apremont  ,    Route d'Apremont  ,85300,CHALLANS,85047,46.81626,-1.82832,06 12 38 42 57,planeteracing85@gmail.com,http://www.planeteracing.com,,,,,,non
PLAN D'EAU LE VIEIL BAUGE,Lac de pêche,    Rue de la croix de mission-Le Vieil Baug Le Vieil Baugé,    Rue de la croix de mission-Le Vieil Baug Le Vieil Baugé,49150,BAUGE-EN-ANJOU,49018,47.5302192,-0.1164156,02 41 89 20 37,mairie.levieilbauge@baugeenanjou.fr,www.le-vieil-bauge.a3w.fr,Aire de pique nique,oui,oui,,non,oui
PONEY CLUB DE LA DUCHERAIS,Centre équestre,    Domaine de la Ducherais  ,    Domaine de la Ducherais  ,44750,CAMPBON,44025,47.4063106,-1.9989531,02 40 56 15 60,,,,,,,,non
PLAN D'EAU MUNICIPAL DE CONLIE,Aire de pique-nique##Jeux pour enfants##Lac de pêche##Tennis##Terrain omnisports,       ,       ,72240,CONLIE,72089,48.1207393,-0.0231148,02 43 20 50 35,mairie@conlie.fr,,Aire de pique nique##Toilettes,oui,oui,Français,oui,non
PLAN D'EAU MUNICIPAL,Lac de pêche,  Domaine des Guifettes Rue de la Clairaye  ,  Domaine des Guifettes Rue de la Clairaye  ,85400,LUCON,85128,46.4356633,-1.1781931,,,,Bar##Restaurant,,,,oui,non
PLAN D'EAU LE GUÉ-FRAIMBAULT,Lac de pêche,       ,       ,72320,LAMNAY,72156,48.1134313,0.69903138,02 43 93 23 17,,,,,,Français,non,non
PONEY CLUB 49,Centre équestre,"    14, avenue de la Guillebotte  ","    14, avenue de la Guillebotte  ",49130,LES PONTS-DE-CE,49246,47.43388,-0.51544,02 41 68 32 88,poneyclub49@orange.fr,,,,,,,non
PLATEAU SPORTIF DE LA MADELEINE,,    rue des Métais  ,    rue des Métais  ,44350,GUERANDE,44069,47.35332,-2.37068,,,,,,,,,non
PLAN D'EAU DU BROSSAIS,Lac de pêche,    Le Brossais  ,    Le Brossais  ,44119,GRANDCHAMPS-DES-FONTAINES,44066,47.3767945,-1.6160485,,,http://www.grandchampdesfontaines.fr,Aire de pique nique,,oui,,oui,non
PLAN D'EAU DU CHENE BASE DE LOISIRS,Aire de pique-nique##Base ou club nautique##Lac de pêche,    Route du Lac  ,  route du lac    ,44450,SAINT-JULIEN-DE-CONCELLES,44169,47.253399,-1.385788,02 40 54 10 40,accueil@saintjuliendeconcelles.fr,http://www.st-julien-de-concelles.fr/,,,,,oui,non
PLAN D'EAU DE LE GUÉDENIAU,Lac de pêche,D58      ,D58      ,49150,BAUGE-EN-ANJOU,49018,47.4941937,-0.0459672,02 41 82 70 21,mairie.le.guedeniau@orange.fr,www.le-guedeniau.mairie49.fr,Aire de pique nique##Restaurant##Toilettes,,,,,non
PLAN D'EAU DE LA ROUGERAIE,Aire de pique-nique##Lac de pêche,       ,       ,72340,LA CHARTRE-SUR-LE-LOIR,72068,47.728568,0.571416,,mairie@lachartresurleloir.fr,,Aire de pique nique,oui,,,oui,non
PLAGE ET BAIGNADE AU PLAN D'EAU DE MARIGNE,Plage surveillée,    Route des Lizardières  ,    Route des Lizardières  ,49330,LES HAUTS D'ANJOU,49065,47.7185373,-0.6183582,02 41 18 09 63,mairie.marigne-49@wanadoo.fr,,Aire de pique nique##Toilettes,oui,oui,Français,non,non
PLAN D'EAU DE LA FONTAINE DE BOISDON,Plage surveillée,    Rue du Bois d'Anjou Route de Somloire,    Rue du Bois d'Anjou Route de Somloire,49310,SAINT-PAUL-DU-BOIS,49310,47.07834,-0.54681,02 41 75 82 08,mairiesaintpaul@wanadoo.fr,http://www.saintpauldubois.com/,Aire de pique nique,,,Français,non,non
PLAN D'EAU DE CUON-BOC�É,Lac de pêche,       ,       ,49150,BAUGE-EN-ANJOU,49018,47.4928211,-0.0995624,02 41 82 75 74,,,Aire de pique nique,oui,oui,,non,non
PLAGE DU PLAN D'EAU DU CHÊNE,Aire de pique-nique##Jeux pour enfants##Lac de pêche##Plage surveillée,      Plan d'eau du Chêne,      Plan d'eau du Chêne,44521,OUDON,44115,47.3459793,-1.2784871,02 40 83 07 44,,http://www.oudon.fr,Aire de pique nique##Toilettes,,oui,,oui,non
PLAN D'EAU DE CLEFS,Lac de pêche,    rue de la fontaine Clefs,    rue de la fontaine Clefs,49150,BAUGE-EN-ANJOU,49018,47.6238235,-0.0668817,02 41 82 80 48,mairie.clefs@baugeenanjou.fr,,,,,,,non
PLAN D'EAU DE L'ILE MILLOCHEAU,Base de loisirs##Plage surveillée,       ,       ,49400,SAUMUR,49328,47.26942,-0.08046,,,,,,,,,non
PLAN D'EAU DE CHEVIRÉ LE ROUGE,Lac de pêche,Rue de la Pouterne      ,Rue de la Pouterne      ,49150,BAUGE-EN-ANJOU,49018,47.5927808,-0.1874148,02 41 82 18 21,mairie.chevirelerouge@baugeenanjou.fr,http://www.chevire.mairie49.fr,,,,,,non
PLAN D'EAU DE CHAMPFREMONT,Activités sportives,       ,       ,53370,CHAMPFREMONT,53052,48.4353993,-0.0985534,09 66 92 56 35,champfremont.mairie@wanadoo.fr,,,,,,,non
PLAN D'EAU D'ARGENTRÉ,Base de loisirs,Le Val de Jouanne      ,Le Val de Jouanne      ,53210,ARGENTRE,53007,48.077705,-0.6353796,02.43.37.30.21,mairie@argentre.fr,http://www.argentre.mairie53.fr/index.php?page=article&typer=19&menu=2,,,,,,non
PLAN D'EAU DE PÊCHE,Lac de pêche,    Rue de Bellevue  ,    Rue de Bellevue  ,85460,L'AIGUILLON-SUR-MER,85001,46.3390587,-1.3205338,02 51 56 40 31,contact@laiguillonsurmer.fr,,Aire de pique nique,oui,oui,,oui,non
PLAN D'EAU - RUE PIERRE-HENRI GILLOT,Aire de pique-nique,    RUE PIERRE-HENRI GILLOT  ,    RUE PIERRE-HENRI GILLOT  ,85600,TREIZE-SEPTIERS,85295,46.98609,-1.2298379,,,,Aire de pique nique##Toilettes,,,,oui,non
PLAN D'EAU,Lac de pêche,       ,       ,72390,SEMUR-EN-VALLON,72333,48.017505,0.65425613,02 43 93 67 16,,,Aire de pique nique,,,,non,non
PLAGE DU VEILLON,Plage surveillée,    Avenue de la Plage  ,    Avenue de la Plage  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4321911,-1.6556864,02 51 90 60 42,,,Aire de pique nique##Restaurant##Toilettes,non,oui,,oui,non
PLAGE DU PLAN D'EAU DE BAIGNADE,Plage surveillée,    Avenue Amiral Courbet  ,    Avenue Amiral Courbet  ,85460,L'AIGUILLON-SUR-MER,85001,46.3338383,-1.3099953,02 51 56 40 31,contact@laiguillonsurmer.fr,,Toilettes,non,oui,Anglais##Français,non,non
PLAN D'EAU DE BAUGÉ,Lac de pêche,    route de Pontigné-Baugé Baugé,    route de Pontigné-Baugé Baugé,49150,BAUGE-EN-ANJOU,49018,47.5418242,-0.0901576,02 41 89 80 76,daniel.soreau@wanadoo.fr,,Aire de pique nique,oui,oui,,non,non
PLAN D'EAU DE FONTAINE-GUÉRIN,Base de loisirs,       ,       ,49250,LES BOIS D'ANJOU,49138,47.486846,-0.18983,,,,,,,,,non
PLAGE DU ROCHER,Plage surveillée,    AVENUE DU DOCTEUR MATHEVET LE ROCHER,    AVENUE DU DOCTEUR MATHEVET LE ROCHER,85560,LONGEVILLE-SUR-MER,85127,46.4022429,-1.5099912,02 51 33 36 18,,,,,,,,non
PLAGE DES Bélugas,Base de paddle##Base ou club nautique##Club de plage##Plage surveillée,    Boulevard de la Forêt  ,    Boulevard de la Forêt  ,85460,LA FAUTE-SUR-MER,85307,46.3282511,-1.3291126,02 51 27 16 41,,,,non,,,,non
PLAN D'EAU DE GRÉZILLÉ,Base de loisirs,       ,       ,49320,GENNES-VAL DE LOIRE,49149,47.32712,-0.35072,02 41 91 71 60,mairie-sg.grezille@wanadoo.fr,http://www.grezille.fr/,,,,,,non
PLAGE DU GOULET,Plage surveillée,    Rue du Goulet  ,    Rue du Goulet  ,85520,SAINT-VINCENT-SUR-JARD,85278,46.4093131,-1.5441084,02 51 33 41 17,mairie.st.vincent.sur.jard@wanadoo.fr,www.mairiesaintvincentsurjard.fr,Toilettes,non,,Français,non,non
PLAGE ET ZONE DE LOISIRS DU LAC D'APREMONT,Base de loisirs##Jeux pour enfants##Lac de pêche,       ,       ,85220,APREMONT,85006,46.74488,-1.73599,,,,,,,,,non
PLAGE DU BOISVINET,Plage surveillée,    Rue du Maréchal Leclerc  ,    Rue du Maréchal Leclerc  ,85520,JARD-SUR-MER,85114,46.4084747,-1.5724588,02 51 33 92 79,,,,,,,,non
PLAGE DU MARAIS GIRARD ,Plage surveillée,       ,       ,85470,BRETIGNOLLES-SUR-MER,85035,46.6157057,-1.8643643,,,,,,,,,non
PLAGE DES MOUETTES ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7490754,-2.0203425,02.51.58.11.79,,,,,,,,non
PLAN D'EAU,Lac de pêche,Rue de Soizé      ,Rue de Soizé      ,72320,SAINT-ULPHACE,72322,48.1583383,0.81885544,02 43 93 27 06,,,Aire de pique nique,,,,non,non
PLAGE DES JAUNAIS,Plage surveillée,      SAINT-MARC-SUR-MER,      SAINT-MARC-SUR-MER,44600,SAINT-NAZAIRE,44184,47.2404209,-2.2798281,,,,,,,,,non
PLAGE DE LA FORÊT DU LAC DE VIOREAU,Plage surveillée,      Lac de Vioreau,      Lac de Vioreau,44440,JOUE-SUR-ERDRE,44077,47.5315508,-1.4386487,02 40 72 35 43,,,Aire de pique nique##Bar,,,,non,non
PLAGE DES CONCHES,Plage surveillée,    AVENUE DU DOCTEUR JOUSSEMET LES CONCHES,    AVENUE DU DOCTEUR JOUSSEMET LES CONCHES,85560,LONGEVILLE-SUR-MER,85127,46.389443,-1.4943811,02 51 33 33 33,,,,,,,,non
PLAGE DE MONSIEUR HULOT,Plage surveillée,    SAINT-MARC -SUR-MER  ,    SAINT-MARC -SUR-MER  ,44600,SAINT-NAZAIRE,44184,47.2404209,-2.2798281,02 40 91 78 62,,,,non,,,oui,non
PLAN D'EAU,Lac de pêche,Cour du logis      ,Cour du logis      ,72320,SAINT-MAIXENT,72296,48.088874,0.65302516,02 43 93 41 24,,,Aire de pique nique##Toilettes,,,,non,non
PLAGE DES SALINS ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7598073,-2.0385815,06.26.48.55.25,,,,,,,,non
PLAGE DES 60 BORNES,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.76748,-2.0487954,,,,,,,,,non
PLAGE DES DEMOISELLES ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.769038,-2.0513703,06.26.48.75.57,,,,,,,,non
PLAGE D'INGRANDES SUR LOIRE,Plage surveillée,      Rive sud Loire,      Rive sud Loire,49123,INGRANDES-LE FRESNE SUR LOIRE,49160,47.3994435,-0.9214294,02 41 39 20 21,,,,,,,non,non
PLAGE DE VILLES MARTIN,Plage surveillée,       ,       ,44600,SAINT-NAZAIRE,44184,47.2734979,-2.213848,02 40 70 88 56,,,,non,,,oui,non
PISCINE MUNICIPALE,Piscine,    Route de La Rochelle  ,    Route de La Rochelle  ,85210,SAINTE-HERMINE,85223,46.5468955,-1.0647695,02 51 27 37 67,,,,,,,non,non
PLAGE DE LA COURANCE,Plage surveillée,      SAINT-MARC-SUR-MER,      SAINT-MARC-SUR-MER,44600,SAINT-NAZAIRE,44184,47.2404209,-2.2798281,,,,,non,,,oui,non
PISCINE DE MACHÉ,Piscine,    Rue du Stade  ,    rue du Stade  ,85190,MACHE,85130,46.7516768,-1.6868548,,,,,,,,non,non
PISCINE JEAN BOUIN,Piscine,    Boulevard Pierre de Coubertin  ,    Boulevard Pierre de Coubertin  ,49000,ANGERS,49007,47.46266,-0.53229,02 41 79 70 20,,http://www.angers.fr,,,,Français,,non
PISCINE DE LONGUÉ-JUMELLES,Piscine,    Rue des Garandeaux  ,    Rue des Garandeaux  ,49160,LONGUE-JUMELLES,49180,47.37422,-0.1046,02 41 52 11 76,,,,,,,,non
PISCINE DE LA ROSERAIE,Piscine,    Rue Henri BERGSON  ,    Rue Henri BERGSON  ,,ANGERS,49007,47.44479,-0.56231,02 41 66 92 42,,http://www.angers.fr,,,,Français,,non
PISCINE DE L'HYROME,Piscine,    Avenue du Général de Gaulle  ,    Avenue du Général de Gaulle   ,49120,CHEMILLE-EN-ANJOU,49092,47.2156794,-0.7239197,02 41 30 63 73,aloes.chemille@wanadoo.fr,http://www.piscine-de-hyrome.com,Toilettes,,,,,non
PISCINE MUNCIPALE,Piscine,    Boulevard Jean Yole  ,    Boulevard Jean Yole  ,85300,CHALLANS,85047,46.84192,-1.87684,02 51 68 10 21,,http://www.challans.fr/annuaire/piscine-municipale,,,,,,non
PISCINE DE GENNES,Piscine,    Route du Thoureil  ,    Route du Thoureil  ,49350,GENNES-VAL DE LOIRE,49149,47.34658,-0.23893,02 41 51 82 35,,,,,,,,non
PISCINE DE LA THALASSO ET SPA ,Piscine##Salle de remise en forme,    route du Tour de France  ,    route du Tour de France  ,85100,LES SABLES-D'OLONNE,85194,46.48288,-1.7597,02 51 21 77 92,lessables@relaisthalasso.com,http://www.thalasso-lessables.com,Restaurant,,,Anglais,oui,non
PLAGE DE PORCE,Plage surveillée,       ,       ,44600,SAINT-NAZAIRE,44184,47.2734979,-2.213848,,,,,non,,,oui,non
PISCINE DE CHÂTEAU GONTIER,Piscine,    Quai de Coubertin  ,    Quai de Coubertin  ,53200,CHATEAU-GONTIER,53062,47.8315426,-0.7035365,02 43 09 61 51,sports@chateaugontier.fr,http://loisirs.chateaugontier.fr/,,non,oui,,non,non
PLAGE DE LA SAUZAIE,Plage surveillée,       ,       ,85470,BRETIGNOLLES-SUR-MER,85035,46.6386053,-1.8942119,,,,,,,,,non
PISTE DE BMX,Complexe de loisirs,    Route du Lac  ,    Route du lac  ,44260,SAVENAY,44195,47.3579549,-1.931517,,,https://www.facebook.com/Team-Bmx-Savenay-687243524661577/,,,,,,non
PISCINE COUVERTE ROBERT BURON A MAYENNE,Piscine,    Rue Lamartine  ,    Rue Lamartine  ,53100,MAYENNE,53147,48.304572,-0.625814,02 43 00 39 34,,http://www.mairie-mayenne.fr/53_mayenne_loisirs_piscines.phtml,,non,oui,Français,non,oui
PISCINE DE BRAIN-SUR-ALLONNES,Piscine,    Stade Picard Rue de Sassé,    Stade Picard Rue de Sassé,49650,BRAIN-SUR-ALLONNES,49041,47.3052,0.06134,02 41 52 87 75,direction.piscines@agglo-saumur.fr,http://www.agglo-saumur.fr/piscines.cfm,,,,,,non
PLAGE DE LA PEGE,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7392531,-2.0074679,02.51.39.36.95,,,,,,,,non
PLAGE DES BECS,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7557206,-2.0310284,06.26.48.55.25,,,,,,,,non
PISCINE MUNICIPALE DE VIHIERS,Piscine,    Rue des Courtils VIHIERS,    Rue des Courtils VIHIERS,49310,LYS-HAUT-LAYON,49373,47.14526,-0.5351,,,http://,Toilettes,,,,non,non
PETIT TRAIN TOURISTIQUE DU POULIGUEN,Trains touristiques,       ,       ,44510,LE POULIGUEN,44135,47.2690767,-2.4331035,02 40 60 78 88,trains.de.la.briere@wanadoo.fr,http://www.trains-touristiques.fr,,,,,,non
PLAGE DE RIEZ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7200151,-1.9825341,06.10.21.59.11,,,,,,,,non
PLAGE DES CINQ PINEAUX ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.7076568,-1.9837786,,,,,,,,,non
PEGGY PAINT RANCH,Centre équestre,    Le Moulin de la Rivière  ,    Le Moulin de la Rivière  ,49250,LES BOIS D'ANJOU,49138,47.46326,-0.13623,02 41 74 91 33,peggypaintranch@yahoo.fr,http://peggypaint.free.fr,,,,,,non
PISCINE BELLE BEILLE,Piscine,    Rue Eugénie Mansion  ,    Rue Eugénie Mansion  ,49000,ANGERS,49007,47.47716,-0.58851,02 41 48 16 42,,http://www.angers.fr,,,,Français,,non
PLAGE DES BUSSOLERIES  ,Plage surveillée,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.6994457,-1.975968,02.51.35.74.01,,,,,,,,non
