"Nom de l'offre d'activité touristique","Type détaillé d'activité","Adresse partie 1: Porte/escalier","Adresse partie 1 suite","Adresse partie 2","Adresse partie 3","Code postal","Commune de l'activité","Cedex de l'adresse postale","Code Insee de la Commune","location","Latitude","Longitude","Situation de l'offre","Emplacement géographique","N° de téléphone mobile","N° de téléphone fixe","N° de fax","Adresse e-Mail","Url du site web","Type de plateforme/url","Services proposés sur l'équipement de loisir","Equipements présents sur le site de loisir","Animal accepté: oui / non","Complément information animal accepté","Labels","Label tourisme handicap","Groupe accepté: oui / non","Catégorie de la prestation fournie","Type formule itinérante","Activité sportive proposée","Type activité culturelle proposée","Langues parlées à l'accueil","Langues des audio guides","Visites libres proposées aux individuels en permanence: oui / non","Durée de visite pour les individuels","Visites guidées proposées aux individuels en permanence: oui / non","Visites guidées proposées aux individuels sur demande: oui / non","Langues des panneaux d'info","Langues parlées","Complément d'info sur les visites","Visites guidées proposées aux groupes en permanence: oui / non","Visites pédagogiques proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes sur demande: oui / non","Durée de visite pour les groupes","Lieux de pratique de l'activité de loisirs","Commune de départ de la formule itinérante","Commune d'arrivée de la formule itinérante","Ouverture de l'offre toute l'année: oui / non","Horaires d'ouvertures","ResaDirecte","Centrale de réservation en ligne: oui / non","Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale","Tarifs","Tarif gratuit : oui / non","Modes de paiement acceptés"
"PÊCHE À LA ZONE DE LOISIRS DE FALLERON","Activités sportives","","","","","85670","FALLERON","","85086","[ 46.88363 , -1.70533]","46.88363","-1.70533","","","","02 51 35 24 36","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PÉTANQUE DU PAYS GUÉRANDAIS","","","","Terrain de Pétanque","Stade Jean Ménager","44350","GUERANDE","","44069","[ 47.3343 , -2.42412]","47.3343","-2.42412","","","06 70 17 95 92","","","baholet.yannick@orange.fr","http://petanque.guerandaise.jimdo.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CINEMA DE BAUGE ""STELLA CINE""","Cinéma","","","impasse du Presbytère-Baugé","BP 25","49150","BAUGE-EN-ANJOU","","49018","[ 47.542553 , -0.107081]","47.542553","-0.107081","","","","02 41 89 63 65","","","http://www.stellacine.fr","","","Salle de projection##Toilettes","non","","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","non","Chèques bancaires et postaux"
"PÉTANQUE BRETIGNOLLAISE","Boulodrome","","","18 rue de la Gîte","","85470","BRETIGNOLLES-SUR-MER","","85035","[ 46.6307465 , -1.8549104]","46.6307465","-1.8549104","","","06 70 50 10 31","","","petanque.bretignollaise@hotmail.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","Tarif indiv. adulte||2||||Tarif tournois été","",""
"PÊCHE DANS LE PLAN D'EAU À GRAND'LANDES","Activités sportives","","","","","85670","GRAND'LANDES","","85102","[ 46.8222 , -1.64872]","46.8222","-1.64872","","","","02 51 34 80 01","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRESQU'ÎLE AÉROMODÉLISME","","","","","","44420","LA TURBALLE","","44211","[ 47.3730044 , -2.4929343]","47.3730044","-2.4929343","","","","06 74 79 33 10","","presquile.aeromodelisme@gmail.com","http://www.presquile-aeromodelisme.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2016||31/12/2016||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PÊCHE À L'AIRE DE LOISIRS L'EAU VIVE À ST PAUL MONT PENIT","Activités sportives","","","","","85670","SAINT-PAUL-MONT-PENIT","","85260","[ 46.79557 , -1.66012]","46.79557","-1.66012","","","","02 51 98 58 30","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSTES DE SECOURS DE LA GRANDE PLAGE ","Plage surveillée","","","Grande Plage","","85100","LES SABLES-D'OLONNE","","85194","[ 46.49 , -1.78]","46.49","-1.78","","","","02 51 32 06 95","","nautique@institutsportsocean.com","http://www.ars.paysdeloire.sante.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","non","01/07/2017||03/09/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PÊCHE EVAS'YON","Activités sportives","","","","","85430","LA BOISSIERE-DES-LANDES","","85026","[ 46.564599 , -1.4619179]","46.564599","-1.4619179","","","","06 22 02 38 19","","flech12@hotmail.com","http://www.peche-evasyon.com/","","","","","","","","oui","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PÊCHE AU PLAN D'EAU DE SAINTE FOY","Activités sportives","","RD109 route de Talmont","Parc de loisirs du Pôle équestre Vendéen","Lieu-dit la Jeannière","85150","SAINTE-FOY","","85214","[ 46.535518 , -1.676163]","46.535518","-1.676163","","","06 74 59 75 90","","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","oui","","","","","","",""
"PÊCHE DANS LES ÉTANGS À SAINT ETIENNE DU BOIS","Activités sportives","","","","","85670","SAINT-ETIENNE-DU-BOIS","","85210","[ 46.83143 , -1.59168]","46.83143","-1.59168","","","","06 13 93 27 16","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PORT DU CORMIER","Port de plaisance","","","Le Cormier","","44770","LA PLAINE-SUR-MER","","44126","[ 47.15601 , -2.17856]","47.15601","-2.17856","","","","02 40 21 56 09","","port.laplainesurmer@orange.fr","http://www.laplainesurmer.fr/vie-pratique/les-ports","","","Restaurant","non","","","","","","","","","","","","","","","","","","","","","","","","","","","01/04/2016||30/09/2016||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","","Chèques bancaires et postaux"
"POSTE DE SECOURS DE SAUVETERRE","Plage surveillée","","","Plage de Sauveterre ","direction la forêt d'Olonne","85340","OLONNE-SUR-MER","","85166","[ 46.542096 , -1.827163]","46.542096","-1.827163","","","","02 51 90 74 78","","mairie.pm@olonnesurmer.fr","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","non","10/06/2017||03/09/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PUZZLE GÉANT AU CHÂTEAU","","","","","","85220","APREMONT","","85006","[ 46.74988 , -1.74119]","46.74988","-1.74119","","","","02 51 55 70 54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PÊCHE DANS LE PLAN D'EAU DE PALLUAU","Activités sportives","","","","","85670","PALLUAU","","85169","[ 46.80356 , -1.62327]","46.80356","-1.62327","","","06 79 84 91 53","06 80 54 26 23","","","","","","","","","","","","","","Pêche","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROMENADE EN ATTELAGE // CENTRE EQUESTRE DE LAVAL","","Bois de l'Huisserie","","","","53000","LAVAL","","53130","[ 48.041213 , -0.783141]","48.041213","-0.783141","","","","02.43.02.90.13","","centre.equestre.laval@wanadoo.fr","http://celaval.free.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUB RAY VAUGHAN","Bar à thème","48 rue du 130 régiment d'infanterie","","","","53100","MAYENNE","","53147","[ 48.3046292 , -0.6199976]","48.3046292","-0.6199976","","","","02 43 00 28 98","","","http://lejustice-mayenne.com/pub.php","Facebook||https://fr-fr.facebook.com/pubrayvaughanmayenne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PÊCHE AUX ÉTANGS DES PLATANES ET DE PERNO","Lac de pêche","","","Les Platanes","","44780","MISSILLAC","","44098","[ 47.47669 , -2.17333]","47.47669","-2.17333","","","06 12 72 22 11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PORT À SEC ""LES PORTES DE L'ATLANTIQUE""","Port de plaisance","","","Rue du Camp d'Aviation","Fosse du Carnet","44320","FROSSAY","","44061","[ 47.2860876 , -2.0007033]","47.2860876","-2.0007033","","","06 72 15 38 50 ","02 40 27 10 10","","nicolas@placedeport.fr","http://www.placedeport.fr","","","","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","non",""
"PORT DE TRENTEMOULT","Port de plaisance","","","Quai Surcouf","","44400","REZE","","44143","[ 47.1952919 , -1.5786091]","47.1952919","-1.5786091","","",""," 02.40.37.04.62","","","","","","Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","01/01/2017||31/12/2017||||||10:00||12:00||||||||||||||||||14:00||16:00||||||||||10:00||12:00||||||||||||||||||||","","","","","non","Cartes bancaires##Chèques bancaires et postaux"
"PORT DE PLAISANCE DE PORNICHET","Port de plaisance","","","Port de plaisance","","44380","PORNICHET","","44132","[ 47.25858 , -2.34598]","47.25858","-2.34598","","","","02 40 61 03 20","02 40 61 87 18","portdepornichet@wanadoo.fr","http://www.portdepornichet.fr","","","Restaurant","","","","","","","","","","Anglais","","","","","","","","","","","","","","","","","oui","01/01/2016||31/12/2016||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PORT DE PLAISANCE DE PIRIAC-SUR-MER","Port de plaisance","","","Bureau du Port","1 rue du Fort Baron","44420","PIRIAC-SUR-MER","","44125","[ 47.3819 , -2.54682]","47.3819","-2.54682","","","","02 40 23 52 32","02 40 15 51 78","portpiriacsurmer@nantesstnazaire.cci.fr","http://www.portpiriacsurmer.fr","","","","","","","","","","","","","Anglais##Espagnol","","","","","","","","","","","","","","","","","oui","","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"PROMENADE A VELO","Formules itinérantes","","","","","85800","SAINT-GILLES-CROIX-DE-VIE","","85222","[ 46.697777 , -1.944529]","46.697777","-1.944529","","","","","","","","","","","","","","","","","Cyclo","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSTE DE SECOURS PLAGE DES GRANGES ","Plage surveillée","","","Plage des Granges","","85340","OLONNE-SUR-MER","","85166","[ 46.583996 , -1.847591]","46.583996","-1.847591","","","","02 51 90 54 56","","mairie.pm@olonnesurmer.fr","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","non","17/06/2017||03/09/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PROPRIÉTAIRES ET CHASSEURS DU BAS PAYS","","","","Lenay","","49260","MONTREUIL-BELLAY","","49215","[ 47.119073 , -0.167399]","47.119073","-0.167399","","","","02 41 52 45 63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRATICE DE GOLF","Golf","LA MARIONNIERE ","","","","44860","PONT-SAINT-MARTIN","","44130","[ 47.1349987 , -1.5870666]","47.1349987","-1.5870666","","","","0678622673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PORT DE PLAISANCE","Halte fluviale##Port de plaisance","","","Quai Pierre de Coubertin","","53200","CHATEAU-GONTIER","","53062","[ 47.831157 , -0.703919]","47.831157","-0.703919","Gare SNCF||||0,5","","","02 53 68 50 11","","info@canotika.fr","http://www.canotika.fr","","","Aire de pique nique","oui","","Accueil Vélo","","oui","","","","","Allemand##Anglais","","non","","non","non","","Français","","non","non","non","non","","","","","","","","","","","","Chèques bancaires et postaux"
"POSTE DE SECOURS PLAGE DE TANCHET","Plage surveillée","","","boulevard Kennedy","","85180","CHATEAU-D'OLONNE","","85060","[ 46.48 , -1.76]","46.48","-1.76","","","","02 51 32 31 47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","non","01/07/2017||03/09/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PRAIRIE DU CHARDONNEAU","Aire de pique-nique","","","","","85600","SAINT-GEORGES-DE-MONTAIGU","","85217","[ 46.94751 , -1.296767]","46.94751","-1.296767","","","","","","","","","Espace jeux","Aire de pique nique","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","",""
"PORT DE L’ERDRE","Port de plaisance","","","Ile de Versailles","","44000","NANTES","","44109","[ 47.225612 , -1.5541609]","47.225612","-1.5541609","","",""," 02.40.37.04.62","","","","","WiFi","Toilettes","","","","","","","","","","Anglais##Français","","","","","","","","","","","","","","","","","oui","01/04/2017||30/09/2017||||Modification des horaires au 01/10/17||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00||09:00||12:30||14:00||19:00","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"PRISME","","","","","","44420","LA TURBALLE","","44211","[ 47.3730044 , -2.4929343]","47.3730044","-2.4929343","","","","","","prisme.france@gmail.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PORT DE PLAISANCE-PORT LA VIE","Activités sportives","","","Bd de l'Egalité","","85800","SAINT-GILLES-CROIX-DE-VIE","","85222","[ 46.6950489 , -1.9385497]","46.6950489","-1.9385497","","","","02.51.55.30.83","02.51.55.31.43","contact@portlavie.fr","http://www.portlavie.fr","","","","","","","","","","","Sports à voile","","","","","","","","","","","","","","","","","","","","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PORT LA RIVIÈRE","Aire de pique-nique##Cale de mise à l'eau##Ponton","","","La rivière","","44390","PETIT-MARS","","44122","[ 47.4071816 , -1.4860373]","47.4071816","-1.4860373","","","","","","","","","","Aire de pique nique##Toilettes","","","","","","","","","","","","oui","","","","Français","","","oui","","","","","","","","oui","","","","","","oui",""
"PORT DE KERCABELLEC - MERQUEL","Port de plaisance","","","Impasse du Traict","","44420","MESQUER","","44097","[ 47.42005 , -2.46748]","47.42005","-2.46748","","","06 30 37 52 54","02 40 42 61 78","","mouillagemerquel@orange.fr","http://www.kercabellecmerquel.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15/03/2017||15/11/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##15/03/2018||15/11/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PRACTICE DE GOLF","Golf","","","Rue du port des Yachts","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3201286 , -1.3084007]","46.3201286","-1.3084007","","","","02 51 97 19 20","","golfdelapresquile@gmail.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tarif indiv. adulte||||||Le sceau##Tarif indiv. adulte||||||Les 10 seaux","",""
"PORT À SEC","Cale de mise à l'eau","","Zone de mouillage Capitainerie","","","85360","LA TRANCHE-SUR-MER","","85294","[ 46.3436072 , -1.4290548]","46.3436072","-1.4290548","","","06 14 91 51 71","","","capitainerie@latranchesurmer.fr","http://www.latranchesurmer.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CINEMA CINEJADE","Cinéma","","","Avenue des Frères Lumières","Parc d'Activités de la Guerche","44250","SAINT-BREVIN-LES-PINS","","44154","[ 47.2355728 , -2.1556575]","47.2355728","-2.1556575","Aéroport/aérodrome||Nantes Atlantique||60##Autoroute||A11 et A83||60##Gare routière||St Nazaire||15##Transport en commun||Brévi bus : arrêt Cinéjade||0","","","02 40 27 24 32","","r.letort@tourisme-saint-brevin.fr","http://www.saint-brevin.fr/tourisme/cinema-cinejade.html","Facebook||https://www.facebook.com/Cinejade","","Salle de projection##Toilettes","non","","","","oui","","","","","Français","","non","","non","non","Français","","","non","non","non","non","","","","","oui","","","","","","non","Cartes bancaires##Chèques bancaires et postaux"
"PORT DE COUERON","Port de plaisance","","","Quai Commandant Lucas ","","44220","COUERON","","44047","[ 47.2096409 , -1.730724]","47.2096409","-1.730724","","","","","","","","","","","","","","","","","","","","Anglais##Français","","","","","","","","","","","","","","","","","oui","01/01/2017||31/12/2017||||||||||14:00||16:00||||||||||10:00||12:00||||||||||||||||||14:00||16:00||||||||||||||||","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"PORT DE BLAIN","Aire de pique-nique##Cale de mise à l'eau##Halte fluviale##Ponton##Port de plaisance","Quai Surcouf","","","","44130","BLAIN","","44015","[ 47.470324 , -1.766833]","47.470324","-1.766833","Gare SNCF||Gare de Nantes||35##Route (nationale/départ.)||RN 137||10##Route (nationale/départ.)||RN 171||0,2##Transport en commun||Ligne LILA 11, arrêt ""Place Jollan""||1##Transport en commun||Ligne LILA 71, arrêt ""Gravier""||0,3","","","02 40 79 00 08","","","http://www.ville-blain.fr","","","Aire de pique nique##Toilettes","","","","","","","","","","Français","","oui","","non","non","","","","oui","non","non","non","","","","","oui","","Mairie de Blain||02 40 79 00 08||","","","","",""
"POSTE DE SECOURS BASSIN DOMBRET","Plage surveillée","","","Corniche du Nouch","","85100","LES SABLES-D'OLONNE","","85194","[ 46.49 , -1.81]","46.49","-1.81","","","","02 51 21 65 22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","non","01/07/2017||03/09/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"PRAIRIE DE LA MIGEONNIÈRE","Aire de pique-nique","","","","","85600","SAINT-GEORGES-DE-MONTAIGU","","85217","[ 46.9498976 , -1.2977755]","46.9498976","-1.2977755","Route (nationale/départ.)||Suivre ""Ferme de la Migeonnière""||","","","","","","","","Espace jeux","Aire de pique nique##Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","",""
"PORT DE PÊCHE","","","","Place du Port","","85460","L'AIGUILLON-SUR-MER","","85001","[ 46.3352161 , -1.3150539]","46.3352161","-1.3150539","","","06 76 97 29 33","02 51 56 40 31","02 51 97 11 57","fabien.marionneau@laiguillonsurmer.fr","","","","Toilettes","oui","","","","","","","","","Anglais##Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
